targets,outputs
0.28988075,0.10609913
-2.1693404,-2.0400882
2.4362879,0.5600753
-3.6787307,-2.126308
-0.9666934,-0.96080637
-0.30248022,-0.9362948
-2.7282834,-2.5229607
-2.1693404,-2.5185945
-2.4778628,-2.1214893
-2.1693404,-2.0400882
1.8856568,1.1116223
0.28342056,-0.0694623
-2.4778628,-1.6495473
0.28988075,-0.48724842
-1.7662795,-0.93830276
-2.4778628,-2.6342173
-1.5144315,0.394969
-3.7466629,-2.126308
-1.9639971,-1.9147928
-1.6292934,-1.5895777
-2.1693404,-2.0400882
-1.8818517,-2.1685696
-0.68254733,-0.16317129
-2.4778628,-2.4297757
-2.1693404,-2.0400882
-2.1693404,-2.0400882
-2.3115633,-2.0400882
0.0651741,0.8436279
-1.4876361,-1.1765242
-1.6924036,-1.1765242
-2.1542916,-2.5597553
2.2658353,0.773499
-0.30248022,-0.9362948
-1.4198053,-1.1511612
-2.1693404,-2.0400882
-1.4070854,-1.1196682
-2.058336,-2.31894
0.05926323,-0.8069141
-1.9639971,-2.3729968
0.0,0.8436279
2.1693401,-2.0400882
-1.6924036,-1.5895777
0.28988075,-0.48724842
-1.6839576,-2.2582572
-2.1693404,-2.0129023
-1.4462106,0.394969
-2.1816065,-2.5597553
-1.7662795,-0.93830276
1.8818517,1.1116223
-3.134376,-1.9138646
-1.6924036,-1.1765242
-1.4198053,-1.3027704
0.0,0.8436279
-1.0998728,-0.93830276
-1.8818517,-2.572228
-1.6839576,-1.5895777
-1.0998728,-0.93830276
0.43278742,-0.16317129
-1.851121,-1.4698586
-0.8780439,-1.1511612
-1.5144315,0.394969
-1.851121,-1.4698586
-2.1693404,-2.4966252
-2.4778628,-2.3816378
-2.4778628,-2.1214893
0.43278742,-0.16317129
-1.1522508,-0.99679685
-1.1256332,-1.3027704
-1.4462106,0.394969
-1.4876361,-1.1765242
-2.1693404,-2.0400882
-2.3045013,-2.1620772
-1.6839576,-1.5895777
0.63484526,0.06317043
-0.0711422,-0.48724842
-2.1693404,-2.1214893
-2.3045013,-2.0400882
-1.9639971,-2.6652555
0.54464626,0.06317043
-1.5679972,-1.1542587
-1.208353,-2.0250354
0.0651741,0.8436279
-1.851121,-1.4698586
-2.1693404,-2.0400882
-2.4778628,-1.5946827
-2.1693404,-2.182526
-1.4876361,-0.06674671
-3.134376,-2.318257
-1.5316813,-1.1542587
-1.4462106,0.394969
-2.3045013,-2.5597553
-1.7435193,-1.4698586
1.7555532,0.4052062
0.89788914,-0.6462774
-1.4198053,-1.3027704
-1.6839576,-2.0400882
-2.6148272,-2.1214893
-2.4025452,-2.5229607
-1.1522508,-2.4073467
-1.6839576,-2.0902312
-2.4982378,-1.26127
0.17899227,-0.0694623
2.720953,2.235507
-1.3176982,-1.6495473
-2.3045013,-1.9925826
-2.1693404,-2.0400882
-2.058336,-1.772131
-1.5316813,-1.8594425
-1.8818517,-2.0060997
2.4362879,0.5600753
1.301064,0.394969
-2.4025452,-2.5229607
-1.4198053,-1.3027704
-1.6292934,-1.5895777
-1.6924036,-1.5895777
-1.4198053,-1.1511612
0.54464626,0.06317043
2.4778628,2.1292458
-2.4778628,-2.126308
-1.5316813,-1.8594425
-1.8818517,-2.1685696
-1.208353,-1.6728466
-1.301064,-1.8594425
1.6292934,-1.5895777
-0.8780439,-1.1511612
-1.4876361,-1.1765242
0.4898157,0.06317043
-1.981775,-2.1214893
0.0711422,-0.42631292
-0.8780439,-1.1511612
-1.5316813,-1.1542587
-2.1693404,-2.3928635
0.17899227,-0.0694623
1.6839571,0.4052062
-1.9639971,-2.162355
-1.7435193,-1.4698586
1.9242,1.1116223
1.3347173,-1.8594425
1.5787387,1.1116223
-2.3926852,-2.0400882
-2.1693404,-2.0400882
-2.058336,-2.1299772
-1.1256332,-1.3027704
-1.3347173,-1.1206462
-2.1693404,-2.0129023
-1.7435193,-1.4698586
-1.7662795,-1.1206462
-1.0271263,-0.99679685
-2.9781263,-2.3935661
-1.5316813,-1.1542587
-1.7662795,-1.1206462
-1.6839576,-1.5895777
-1.0042167,-0.96080637
-1.9639971,-1.9147928
1.4876356,-1.1542587
0.17899227,-0.0694623
0.40140486,0.10609913
-2.1693404,-2.1742637
-2.1693404,-2.1214893
-0.5592532,-0.10133743
-1.6924036,-1.5895777
1.5787387,-0.80886436
-1.4198053,-1.1511612
2.4025455,0.773499
-2.1693404,-2.0400882
-1.5679972,-1.1542587
2.2658353,0.773499
-2.1693404,-2.0400882
-1.4876361,-0.06674671
-1.3347173,-1.1206462
-1.301064,-1.8594425
-2.1693404,-2.0400882
-1.0998728,-0.93830276
0.54464626,0.06317043
-1.1256332,-1.3027704
2.1693401,-0.6462774
2.3045015,0.5600753
0.28342056,-0.0694623
-2.4778628,-1.6495473
1.6876049,0.3506751
-1.5144315,0.394969
-1.6924036,-1.1765242
-1.3347173,-1.1206462
-2.4778628,-2.6342173
1.8856568,1.1116223
-2.1693404,-2.1742637
-2.4778628,-1.6495473
-1.6839576,-1.5895777
0.28342056,-0.0694623
-1.7662795,-0.93830276
-2.1693404,-2.0400882
-2.1693404,-2.0400882
-0.6988969,-2.281542
1.6265044,-0.80886436
-1.9639971,-2.1214893
-1.4070854,-1.1196682
-2.4778628,-1.6495473
0.28988075,-0.48724842
-1.9639971,-1.340478
-1.7662795,-1.1206462
-2.1693404,-2.1821172
-1.5679972,-1.1542583
-2.1693404,-2.5185943
