targets,outputs
1.3707771,1.523043
2.2069795,2.0608597
2.7042434,1.9265102
0.0,-0.048773803
1.7210369,1.5905092
1.4080077,1.6844491
1.7503034,1.8208921
1.7445143,1.9865512
0.0,0.2659757
1.2090429,1.097597
1.9885747,1.9707962
2.2903492,2.4878726
0.118892916,0.5513961
2.0176954,1.8993639
2.071816,1.889293
1.7503034,1.6394134
2.5307481,1.991368
0.0,-0.015802132
2.3525827,2.0105033
2.722506,1.9825041
1.7503034,1.7630601
2.0176954,1.9270502
1.658275,1.7958741
1.308725,1.1683798
0.0,0.7722316
1.519837,2.04794
2.421823,1.7946382
1.5325558,1.775447
3.1361651,3.0324173
1.0931184,2.4680758
1.6216408,1.7528071
1.813851,1.6686283
1.813851,1.586563
0.15522866,0.2788105
0.0,0.25923064
1.9776565,2.0712018
3.1361651,2.6190188
2.305817,1.7523388
0.21564138,0.10235478
1.0229875,1.2627128
1.0973247,1.5892161
1.4578091,1.6649437
1.4935285,1.4787722
2.859476,2.180999
0.0,-0.059964694
2.0940492,2.0059905
1.3354793,2.0685751
3.1361651,3.4874272
1.6849186,2.0345232
3.1151276,2.8034558
0.47405288,0.6569779
1.4040504,1.2459614
1.7445143,1.845679
0.7672857,0.44717592
2.0176954,1.7431513
2.071816,1.8414228
1.9144506,1.843958
1.6421573,1.7241497
1.658275,1.8042451
1.5982362,1.6656379
1.308725,1.2788582
0.16699052,-0.20478407
0.0,-0.28710195
3.1151276,2.926708
2.5307481,1.9644693
1.9144506,1.8968756
1.8868201,2.0603528
1.9144506,1.8937391
1.7250419,2.0814803
3.1361651,2.9171324
2.9152715,2.839118
0.14288314,0.07009732
2.1705785,2.0869968
1.9980733,2.2665074
2.7042434,2.291684
0.14288314,0.7564942
1.6825587,2.1608045
1.7503034,2.0161438
1.658275,1.8890969
2.0176954,1.8212432
2.421823,2.2733064
1.9519362,1.8842123
2.1560185,1.8063455
1.2695988,1.440647
1.6825587,1.7319894
1.4040504,1.5800368
2.60401,2.684536
1.9776565,2.2492313
1.308725,1.6109824
0.0,-0.069664635
