targets,outputs
-1.5316813,-2.2065334
-2.058336,-1.7815657
-1.4462106,-1.0629306
-2.720953,-1.8360405
-2.4778628,-1.676333
3.1343756,2.1832657
-1.0788271,-1.9207356
2.720953,2.7159195
2.1693401,2.5448484
-2.3045013,-1.6842012
2.720953,1.761229
-2.720953,2.9894314
-1.0998728,-2.035696
2.3045015,2.6194944
-2.1693404,-1.3440664
-2.3045013,-2.5402663
-2.4778628,-1.286025
-2.3045013,-0.8753593
0.6193595,0.33307457
0.3535862,0.14861393
-2.720953,-3.1430256
-1.5787389,-1.3710258
2.4778628,1.5972219
-2.4778628,-1.2270665
3.1343756,1.5155373
-2.4778628,-1.5470788
-2.058336,-1.8776941
3.1343756,2.7159195
2.1693401,2.111578
1.6292934,1.8665643
2.0583363,-2.1460207
-2.3045013,-1.0137489
-1.7435193,-1.6753585
3.1343756,2.7159195
1.5787387,1.1969442
-1.8090155,-2.0881927
3.1343756,2.5940962
-2.1693404,-2.0552068
-1.6839576,-2.0276763
-0.03553915,-1.5093534
-1.7435193,-2.0881927
0.0,1.9861212
-0.82087994,-1.0657346
-1.6839576,-1.3178723
3.1343756,2.7159195
2.4778628,1.6127338
-2.1693404,-1.43518
1.4876356,1.3244638
-2.3045013,-1.7281446
-2.1693404,2.111578
2.4778628,-1.6225154
3.1343756,2.204712
-1.6839576,-2.010651
3.1343756,2.3138833
-2.4778628,-1.7005367
-1.8818517,-1.617465
3.1343756,2.3502693
2.720953,2.6676383
2.1693401,2.111578
1.7435188,1.8220539
-2.058336,-3.0529714
1.4876356,-0.5307698
-2.1693404,-2.5025098
-2.4778628,-1.286025
2.1693401,1.5570908
-1.5787389,-1.4437587
3.1343756,2.443427
-1.5316813,-1.9322815
0.0,-0.48430157
-1.8818517,-1.286025
-0.3665576,-1.797111
-2.058336,-1.9553435
-2.4778628,-1.286025
-2.4778628,2.081077
-2.720953,-1.7990232
-0.06423521,0.46419764
1.4876356,2.111578
-1.8090155,-2.0881927
-1.6839576,-1.5087368
-3.134376,2.335403
3.1343756,1.7895474
3.1343756,2.7159195
-1.9639971,-1.7182539
-3.134376,1.3965454
3.1343756,2.6152172
1.8818517,1.7327595
-0.30248022,-1.4437587
-2.4778628,-1.286025
-0.8780439,-1.1295977
1.8818517,1.5319109
-1.6292934,-1.6727867
-2.1693404,-1.286025
-1.2380109,-1.8969746
-2.4778628,-1.7161007
