targets,outputs
0.0,2.3549232
-2.720953,-1.886476
2.242137,2.1220307
1.9969501,1.6445351
2.6025877,1.4726048
2.6025877,0.96084785
1.8697205,2.134635
3.1343756,2.295446
0.0,1.4657693
-2.300087,2.7728271
-1.8818517,-1.7593288
-2.8122602,0.9218979
-2.5610125,-1.0107245
2.0928717,1.1236043
-3.2921467,-0.11023569
-2.1693404,-0.034394264
0.0,-1.8331227
-1.5787389,-1.6680224
-1.6292934,-1.5188308
-2.3045013,-1.9352691
3.2921467,-1.42343
2.7666063,0.91768265
3.2921467,1.0126352
-2.3045013,-1.5188308
-2.768887,3.0117655
2.242137,1.9885197
0.91817,1.8951802
3.1869664,2.6716657
-0.7569113,-0.28545856
-1.8090155,-1.9545069
-2.8579137,-1.6508193
0.91817,1.8951802
-2.3149335,-1.886271
2.5610123,1.8237424
-2.720953,-2.6971335
2.1274076,2.0788054
-2.6025872,-1.9432867
-1.301064,-1.9338379
1.9639969,0.37871408
-3.134376,-1.3347578
1.8090158,1.4831734
-3.0405278,2.7767582
2.4204998,1.3686342
-3.2395563,-1.7044735
-3.3447368,-1.8812697
1.8171387,1.9383645
0.0,-1.9623952
1.4219451,2.0788054
2.720953,-1.3770487
-1.6292934,-1.7593288
-1.5830803,-2.042034
-3.134376,-0.668525
2.720953,2.6490602
-2.3818336,-2.150651
2.1693401,1.4696188
1.3347173,0.9635668
-2.058336,-1.5264585
1.6292934,0.73893166
0.05926323,-2.2259889
3.1869664,2.846355
2.720953,2.6490602
-2.3045013,0.18999577
2.6025877,1.3718629
-2.3045013,-1.8379576
1.8818517,0.9150915
-2.768887,3.29046
1.5125961,1.5870457
-2.5610125,-1.9132652
-3.134376,-1.7761521
3.2921467,1.426909
1.9639969,1.6579537
-2.3818336,-1.5259442
-2.9035673,-1.757664
-3.3447368,-2.2657552
-3.1869662,-1.2817767
-1.6292934,-0.049073696
3.2921467,0.96053886
-2.5610125,-2.0905232
2.720953,2.613926
3.1869664,2.4882917
-2.5610125,1.146575
-0.9075086,-0.28545856
-1.3347173,-1.9671175
-2.1693404,-0.35642195
-3.0405278,-1.7535493
3.5025072,2.5504684
-3.1869662,-1.757664
2.5610123,1.549377
-3.1869662,-1.4060564
-2.720953,-1.6013184
-2.8122602,0.5986595
3.607688,2.1559205
2.2785354,1.7586141
2.0583363,1.4740252
2.720953,-2.0524645
-1.8090155,-1.5188308
-3.134376,-2.2396946
1.9450011,2.1798215
-1.9639971,-1.3912446
-2.720953,-1.0096033
1.4876356,1.4740252
2.4241285,2.5778012
2.0068026,1.7323432
1.6839571,1.5975885
2.4778628,0.08529091
0.0,1.0646524
2.720953,2.6490602
2.4204998,1.2395458
-1.4876361,-1.7593288
1.8090158,0.5249195
2.2057385,1.6445351
1.8171387,2.0267968
-2.3045013,-0.70181704
-2.4778628,-1.9012661
-2.058336,-1.9570556
-3.3447368,-2.3140135
3.2921467,1.401598
-3.2395563,-1.7044735
2.8579135,1.6549134
2.2057385,1.6445351
1.6839571,1.5691857
2.3045015,1.360353
2.0583363,-1.0024505
-3.2395563,-1.8272088
-2.720953,-2.8392422
2.9035673,1.9631271
3.1869664,2.6473756
1.3114543,1.5604725
2.4969254,1.9083114
1.9639969,1.4740252
-1.7435193,-0.9456258
0.0,1.4110923
-2.8122602,-1.7044735
-3.2921467,0.32120275
3.1869664,2.4913697
1.7727728,1.6445351
-2.300087,-1.9545124
3.1869664,2.6270833
2.7666063,1.1294718
-3.134376,-2.3472025
3.2395563,2.3893328
-1.9639971,-1.7593288
2.4969254,1.8122454
-2.058336,-0.9910064
-2.3045013,-0.5236552
-2.3045013,-0.83818483
-1.9639971,-2.086302
1.0406957,1.8786607
0.0,1.4981246
2.3149338,2.213594
-0.9181702,-1.9317646
-1.6292934,-1.1161406
-2.8122602,0.36152363
-1.9639971,-1.7593288
-3.3447368,-2.2985768
0.0,1.9383645
-2.300087,2.9005175
3.1869664,2.6695557
-1.8818517,-2.0060468
-2.3431675,-0.49641562
2.7688866,0.42944002
-2.720953,-0.37983084
1.2589779,0.51529455
3.2921467,1.0419984
-1.8020265,-1.1964245
-2.8122602,-0.55035543
-2.8579137,-1.1507401
3.2395563,1.6673388
3.1869664,2.6270833
-3.134376,-2.3472025
-0.039712906,-1.7416437
2.6025877,0.7195692
-2.4778628,-2.775489
3.1869664,2.1499567
-2.2421372,-0.3916664
1.8020267,1.9276886
2.4778628,1.8237424
1.8818517,0.51418877
2.4778628,1.6117425
-1.5787389,-2.0420327
-1.4876361,-2.0252008
-2.3045013,-1.7331452
2.720953,2.6490602
1.4876356,0.91075134
-1.9639971,-0.99087334
-2.720953,-1.8107533
-1.9450011,1.6269808
3.1343756,2.323103
2.0583363,-0.2451396
-3.2395563,-0.34601307
1.6839571,-0.5956826
0.96438694,1.8237424
2.8579135,1.7945299
-3.134376,-2.2359967
-3.1869662,2.1241937
2.5610123,1.8237424
-1.4876361,1.0029187
-1.208353,-1.8259325
2.0583363,1.4740252
-3.3447368,-1.4387751
-3.2395563,-1.1623132
-3.134376,1.2075133
-3.2395563,-1.7044735
2.3045015,1.8237424
-1.5316813,-1.8891044
-2.3045013,-1.5188308
1.9969501,1.5596757
1.8818517,1.0267305
-1.2691762,1.676724
1.9450011,1.9461641
2.720953,2.6490602
1.9639969,1.4740252
-3.134376,-0.44098186
-3.134376,-1.8191524
-3.134376,-0.69368696
-3.1869662,-1.344609
3.2395563,2.1526809
1.4876356,-0.09455633
-2.1693404,1.9381523
-0.9075086,-0.10752678
1.9639969,1.4740252
-3.134376,-2.0536091
-2.720953,-1.8107533
2.0299034,1.8371305
-1.8090155,-1.5704441
3.1869664,2.8511376
-1.208353,0.38405132
3.2921467,1.8938627
2.6524963,2.1409602
-1.9639971,1.6024461
0.0,1.6863794
-1.3003268,1.7266455
-0.85691404,-1.7758048
2.2057385,1.6445351
2.720953,2.3865538
-2.5751643,2.93721
3.131835,2.0267968
1.8697205,0.39773607
-2.3818336,-1.9839702
1.7687206,1.3785162
-1.3699951,-2.1758835
-1.9639971,-1.5955474
-3.0405278,-1.967696
3.2395563,-1.4566579
-1.2688744,-2.0756874
2.8579135,1.5871143
-3.134376,-1.9815817
-2.4241285,-1.99454
3.1869664,1.3382678
-3.2395563,-0.33365965
-2.8122602,-1.7044735
-2.1693404,-0.48621845
-2.3818336,0.66476727
0.27734566,0.28813457
-2.6025872,1.0458307
2.3045015,1.360353
1.4876356,1.0934577
-2.720953,-1.8107533
-1.5787389,-2.0420327
-2.720953,-1.8107533
3.607688,2.1409602
-3.134376,-2.3472025
-0.8586087,-2.1698942
2.7666063,0.661685
-1.8818517,-0.8838947
-2.5751643,3.088728
-2.720953,-1.8107533
2.7666063,-0.64965034
-2.9035673,-1.0113795
1.9639969,-0.20854616
1.6292934,1.163291
-3.3447368,1.3455477
2.1693401,1.3980637
-2.029903,-0.86646557
-0.106874466,0.99534607
-1.8818517,-0.76714516
-2.8122602,-1.7044735
-2.4204998,-1.2777576
3.607688,2.1409602
-3.3447368,-1.757664
-3.134376,0.7172594
-3.134376,-2.3472025
2.6025877,1.4726048
3.1343756,0.18454361
-2.5610125,-0.46908998
3.1869664,2.6270833
3.1869664,2.6270833
-2.3045013,-1.5188308
-3.134376,-2.535666
2.2057385,1.6445351
-3.1869662,-1.6899076
-2.720953,-1.7172527
1.8697205,1.8305559
2.0928717,3.1048508
3.2395563,1.778883
3.1869664,2.3327284
-3.134376,-2.7650487
1.9450011,1.8938046
3.1869664,2.7188768
0.0,1.304811
3.2921467,1.6243362
1.4019012,1.6583161
0.74945164,1.8951802
-2.3045013,-2.1110997
1.5316815,1.1752682
0.0,1.8375201
3.1869664,1.0724783
-1.8818517,-1.804831
2.720953,-2.0149462
-2.720953,-2.718129
-3.3447368,-1.757664
-2.720953,-1.9370017
-2.6025872,-0.96480775
2.2605739,1.9383645
-1.3347173,-0.4211321
3.1343756,2.5324893
