targets,outputs
-2.4778628,-2.3447278
-0.62862754,-1.6744907
0.3075385,0.1873312
-3.6787307,-2.070046
-0.7255659,-1.7689679
0.05451536,-0.41096067
0.40069628,0.030997753
-0.03553915,-0.4660306
-2.4025452,-2.507318
-1.5049195,-2.516415
-2.783939,-2.165021
-1.559526,-2.05753
-1.4962239,-1.8596306
-1.5690646,-1.9647169
0.37177038,-0.11758852
-2.783939,-2.7746708
-1.4962239,-1.8596306
-1.5690646,-1.9647169
-2.4778628,-2.7982006
-1.559526,-0.8526356
-3.0258207,-2.541902
-2.783939,-2.165021
-2.4390454,-2.4667811
-3.267103,-2.7982006
-0.1116519,-0.11758852
-2.3680968,-3.1469984
-1.559526,-2.05753
0.37177038,-0.11758852
-1.1742096,-0.83134174
-0.49328327,-0.4498725
0.13799763,-0.5851395
-3.267103,-2.7982006
-1.8666134,-1.8206835
-2.720953,-3.0511804
-2.1004093,-2.3203042
-0.39276266,-0.48736954
-2.783939,-2.7746708
2.5193167,2.507742
-2.5637994,-1.912555
2.2468548,1.9560757
-1.8666134,-1.8206835
0.49608994,0.16603422
0.3075385,-0.13922405
-3.267103,-2.7982006
-2.3680968,-3.1469984
2.5193167,2.507742
0.376997,-0.46641827
-0.15242386,-0.6931205
-0.52159095,-0.13574171
-2.5637994,-2.7982006
-0.12361193,-0.27851057
-0.07827616,-0.5871062
-3.438045,-3.3583899
-2.5637994,-1.912555
-0.44090462,-0.11758852
-0.6760731,-1.0355961
-2.5637994,-2.3337479
0.67930555,0.6998167
2.2468548,1.9560757
-2.720953,-3.0511804
-0.55047035,0.39976406
-1.8229425,-2.3554275
-0.03553915,-0.4660306
-1.8229425,-2.3554275
-2.4025452,-2.507318
-1.89746,-1.0170996
-0.62862754,-1.6744907
-1.5049195,-2.516415
-0.20330143,-0.21405125
-0.3665576,-0.11758852
0.13799763,-0.5851395
-2.5637994,-2.5513163
0.49608994,0.16603422
-2.5637994,-2.5513163
-0.39276266,-0.48736954
-0.7255659,-1.7689679
-2.1004093,-2.3203042
-3.438045,-2.985667
-0.12361193,-0.27851057
1.0554638,0.4995966
-1.9467022,-0.88506436
-2.5637994,-2.333748
