targets,outputs
1.2090429,2.0459902
1.8267064,1.0250795
1.0277125,1.1746174
2.5307481,2.2504108
2.0176954,2.345749
2.0176954,2.1762536
3.1361651,1.9124346
2.305817,2.0019755
1.0047897,1.1852579
0.21564138,0.7632769
0.29004642,0.3819714
0.16699052,0.34039244
0.34089044,0.29531342
1.2090429,1.4783146
0.29004642,0.73799497
2.9152715,2.8900204
2.304651,2.8165042
1.3018066,1.0799178
1.5153996,1.231307
1.4246112,1.2733742
0.54778534,0.30162656
0.09499945,0.26872277
0.19123605,0.47789648
1.2090429,1.053141
0.55957246,0.49890095
0.7327543,0.25889006
1.5153996,0.54747176
0.6509033,0.49792975
0.19123605,0.43570143
0.26502252,0.4490724
1.7445143,0.58075565
0.0,0.47628805
0.14288314,0.52502805
0.0,0.56110185
0.93944883,0.5404286
0.0,0.18687856
2.304651,2.601358
2.9152715,2.6681943
0.15492089,0.1499941
1.2090429,1.423032
1.3018066,0.962317
2.9152715,3.3085928
2.143408,1.6283357
1.7503034,1.6577146
0.71589744,1.0668455
0.21564138,0.42912203
0.14288314,0.24141267
0.3288689,0.471789
0.34089044,0.56635094
2.5307481,2.9855912
0.14288314,0.41831818
2.0176954,2.4155552
2.0176954,2.3023424
0.0,0.35270888
1.0973247,0.6800547
1.882926,1.2372503
1.1262758,1.1590092
0.19123605,0.39094275
0.47405288,0.5120325
2.9152715,2.2916727
0.36530724,0.23556104
0.32807127,0.23443834
0.8213485,0.62311226
1.2387176,0.9278867
2.5307481,2.2067485
0.5743483,0.20164648
0.4278457,0.1192342
0.55957246,-0.020098036
2.0176954,1.8391722
2.0176954,1.7338872
0.24635583,0.40888992
1.0047897,0.9347251
2.304651,2.3750045
2.5307481,2.0197895
0.34089044,0.1889704
2.4792771,2.3315144
2.304651,2.51728
1.7445143,1.3090634
0.60505736,0.7479445
2.9152715,2.9400966
0.29004642,0.11974643
0.34093395,0.26028025
