targets,outputs
2.720953,1.1169791
-2.720953,-2.2931688
2.720953,-1.2297864
4.5004997,-2.0752177
-2.720953,-2.502024
3.1028218,2.297822
-3.8493752,-2.2332094
-3.7128682,-2.8868828
3.1343756,0.20986795
3.2671027,2.3311572
3.1343756,-0.09626579
-4.4249883,1.8021836
-3.134376,-2.1213622
4.0897636,1.0538974
4.5004997,0.6518984
2.720953,0.24716806
3.8493757,-0.962625
2.6372967,2.2641172
-3.134376,-2.3609824
-2.85428,-2.7787652
2.720953,1.8775172
-2.7026916,-1.1618557
3.678731,-1.5837269
-3.134376,-1.8348193
3.1343756,0.5619936
3.1343756,-0.9878473
-3.6787307,-2.163451
-2.7666063,0.06435919
3.678731,0.030731201
2.720953,2.52415
2.720953,2.2443442
-4.5005,-0.94987273
-2.720953,-2.1447835
3.1343756,2.297822
3.2671027,1.1209955
2.720953,-0.77965164
2.720953,1.1256013
3.1343756,2.3141336
2.720953,0.6958418
-3.7128682,0.2027359
-2.8122602,-1.9223549
3.3973274,2.1026154
-2.720953,-2.667529
-2.720953,-2.1259484
-3.6787307,1.3985639
3.8493757,1.4931636
3.2231426,2.687745
2.720953,1.0538902
-2.7026916,-0.963562
-3.134376,0.017500877
-3.397327,-1.0520229
-3.1434197,-0.32967758
-3.2921467,-2.5470605
-3.6787307,-2.3253834
-2.9339461,-2.6686478
-2.9781263,-2.166777
2.9035673,2.4108386
-2.7516246,-0.85105205
-3.0817857,-1.7685654
2.720953,2.4193578
2.5383387,2.568914
3.0817857,1.2367353
-3.8493752,-1.6931064
3.1343756,2.230269
-4.5005,0.005256176
4.4551935,-1.2540636
3.1343756,-1.9146831
-3.134376,-1.8154645
-4.0897636,-2.1689193
-3.1970615,-1.661283
-3.397327,-1.5521111
-2.9492207,0.47921324
2.5383387,2.598558
-2.7282834,-2.5545661
-3.134376,-2.0881743
-3.5463018,-1.7420373
3.8493757,1.6329103
-3.4868002,-0.5626695
-2.720953,-1.4089026
3.1869664,0.33418846
-3.397327,2.5934343
-2.9339461,-2.2265868
-2.6639175,-1.6009681
2.9781265,2.752131
2.783939,0.98967123
2.720953,-0.14613247
3.1343756,0.5138302
-3.134376,-2.2796595
3.1343756,2.0876641
2.5383387,2.549965
-2.6752994,-1.8868439
-3.438045,0.6099634
-2.9339461,-0.56999135
-3.5106008,0.73903656
2.5383387,2.185711
3.2921467,-1.48488
-3.3358328,-0.6268649
-3.134376,-2.1038342
2.783939,0.9149461
2.8180833,2.5749712
-3.134376,0.8324361
-2.720953,-1.7187557
-2.7516246,0.16728783
2.7666063,2.4284463
2.7516246,1.1016207
-2.8442574,-0.66645813
-2.720953,0.2415657
-3.134376,-1.5894938
2.720953,1.3107429
4.5004997,-0.16318083
-3.134376,-2.8093324
2.9035673,2.4108386
-2.9035673,2.4962916
-3.0817857,-1.5349612
3.0817857,-1.6940651
3.2921467,2.1926928
-2.720953,-1.5564528
3.607688,0.84671926
-3.134376,-2.1246908
3.1970615,2.263266
2.720953,2.52415
3.1343756,-0.12275314
2.720953,1.5772324
-3.0817857,-0.40780926
-2.9492207,-1.0051134
2.720953,2.2878823
4.4551935,1.4317312
2.6752992,1.3747945
3.1869664,0.93765783
-2.85428,-2.313874
2.6372967,2.1290355
-3.134376,2.4712043
4.0897636,-0.22902155
3.0817857,-0.9040971
-2.9781263,-1.1338427
3.1343756,0.6260457
2.924015,1.786437
3.1343756,-1.3692055
-3.8493752,-1.1615832
3.1343756,2.2494216
-3.134376,-0.8151207
-3.134376,-0.014496803
-3.134376,0.66240644
3.1343756,2.4917731
3.1343756,0.13968945
2.720953,2.1100988
2.720953,1.1627579
-2.720953,-0.24670601
-3.5463018,-0.92169666
3.1343756,-0.788666
3.1343756,-1.3082528
-2.720953,-1.5525913
2.720953,-2.1506243
3.2671027,-0.007528305
3.1343756,1.6761112
2.720953,0.36792707
3.1343756,2.2122803
-3.438045,-2.381334
-2.720953,-2.396605
3.1343756,3.0823612
-2.8579137,-2.541305
-3.397327,-1.496429
2.5383387,2.1580539
3.0258207,2.7894068
-3.134376,-2.23274
4.0485916,0.107922554
-3.0817857,-0.1615572
-4.5005,-1.8114233
-3.134376,-0.69237375
2.720953,-0.51078963
-2.720953,-2.2973108
2.9035673,1.5867057
3.1343756,1.3568492
2.720953,-2.0409887
-2.720953,-2.379272
-3.1970615,-2.167037
-3.1970615,-1.6504645
-2.720953,-2.5884907
-3.134376,1.7357936
-2.720953,-1.4525523
4.4551935,1.2218924
-2.720953,2.0311394
3.1343756,0.19077444
-3.134376,0.5468607
-3.134376,-0.9965565
-3.8639019,-1.3051736
-3.134376,-0.5108273
-2.492685,1.017148
4.0485916,0.065550804
2.720953,2.129384
2.720953,1.2777581
3.5463018,1.1626148
-2.492685,-1.7294395
-3.0816278,0.7271304
3.1343756,-0.87235737
3.1343756,2.99446
-2.783939,-2.1128662
-3.1240458,-1.5652261
-3.134376,-2.3984973
3.1343756,1.3640504
-3.7128682,-2.572811
3.0258207,0.09869957
-3.0405278,0.35284472
3.1343756,1.3766928
-3.2395563,-2.0746715
-3.3447368,0.46072578
2.5383387,0.083435535
2.720953,-0.29115582
2.720953,-1.7391121
2.720953,2.443963
-3.134376,0.9409671
-3.134376,1.4448085
3.510601,-0.123297215
-3.134376,-2.3938189
3.1343756,0.3927107
2.4926853,3.313394
3.1343756,2.3665485
3.1343756,2.775694
2.691763,-0.23061085
-2.9339461,-2.4091012
3.1343756,1.2367353
-2.720953,-2.6261353
-2.7516246,-1.6961827
-3.134376,0.4005518
2.830906,-0.5522711
-3.4868002,-0.15922356
-2.720953,-2.012285
-3.0817857,-1.5951085
-3.134376,-2.2083378
2.720953,2.6166253
3.1343756,2.3922844
3.8493757,-1.9121902
2.720953,2.2753735
-2.85428,-0.07790947
-3.0817857,-0.75862575
-3.134376,-1.4633746
3.0817857,1.8981094
3.131835,3.0411062
3.1343756,1.4913836
2.720953,2.4797525
3.1343756,1.4070139
2.9035673,1.5867057
-3.134376,-2.2977574
-3.134376,-2.1863341
-2.6372964,-2.012285
3.1343756,-2.4123957
-2.720953,-2.4178653
-2.720953,-1.6663303
3.8493757,-1.743356
4.0485916,0.065550804
3.1343756,1.9584599
-2.9339461,-2.2032373
3.1343756,2.5452623
-3.134376,-2.5464172
2.720953,-0.46749067
2.720953,1.70504
-3.134376,-1.7066917
-3.134376,0.0135912895
3.1343756,2.3665485
2.720953,1.9296541
2.720953,2.750533
-3.7466629,-2.3253834
-2.7666063,-0.15128946
-3.397327,-1.5698771
-2.783939,-1.7081676
3.1869664,-0.1821127
-4.5005,-0.37611818
-2.6752994,-1.8175087
3.1869664,0.8902979
2.720953,2.2463503
3.1343756,0.9726043
3.1343756,1.0644193
2.720953,2.6166253
3.1343756,2.2463503
3.1343756,0.5512972
-3.7847886,1.8794193
3.1343756,-1.7932043
-3.0817857,0.10897827
-3.1434197,-1.7654815
3.5463018,-2.1003666
-3.134376,2.5217285
-4.5005,-0.94987273
-3.134376,-0.20088673
-2.720953,-0.66632843
2.5383387,-1.012366
3.678731,-0.23644543
-3.134376,-2.8810751
-3.397327,-1.8555956
-3.134376,0.18867731
4.5004997,0.35729885
3.1343756,2.0172958
3.1343756,2.3764892
3.1970615,1.7700491
-3.134376,2.06395
2.720953,2.213698
-3.134376,-1.1906734
-2.720953,-1.3548813
-3.134376,-1.8607514
3.678731,2.2658615
3.2921467,1.7687559
-2.720953,-1.594841
3.1343756,-1.3754308
-3.134376,-0.6404815
-3.438045,-2.0632608
-3.134376,-2.0955846
3.8493757,1.4025245
3.3579874,-1.9316175
4.470295,1.9170914
-2.9492207,0.45264006
-2.720953,-1.8013296
-2.720953,-2.4034243
-2.9035673,-1.1764503
-3.134376,0.006055355
-3.7128682,-0.41496897
-4.0897636,-1.689244
3.1970615,0.05879402
-3.3447368,-2.1226823
3.1800823,-0.5522711
-4.0211434,-0.29434252
2.720953,1.9147067
2.720953,1.1958966
-2.720953,-2.1585286
-3.1869662,-0.85206366
-4.5005,-0.3543644
2.720953,1.5665197
-3.134376,-1.3550632
2.5679736,0.81642103
3.2921467,-2.4484358
-2.720953,0.12441301
-3.134376,-1.6594145
-3.134376,-2.151917
2.720953,2.3090634
2.720953,2.5750012
3.1343756,0.46314573
2.5679736,2.2641172
-3.8493752,-0.552557
-3.134376,-2.2464557
-2.720953,-2.4428551
3.1343756,2.1135812
-3.134376,-2.2098188
2.720953,1.9729557
-2.7516246,0.16728783
-2.783939,-2.6385932
-4.2956243,-2.2460732
-2.720953,1.4969077
3.1869664,0.77203035
-2.720953,-1.9721167
-3.134376,-1.1378307
3.1970615,0.53830576
-4.5005,-1.2024441
-4.5005,-1.472815
-2.720953,-0.7384641
3.1343756,2.530829
-3.3447368,-1.0862663
2.9035673,1.3030939
3.0258207,1.4079075
-3.134376,-0.64769125
-3.0405278,-1.9987531
-2.492685,-2.0516946
-3.2122858,-0.16608572
-2.6917632,-2.5884907
-3.397327,-2.1333742
3.3973274,1.97998
4.5004997,0.08862352
-2.9492207,-2.6516292
-2.720953,-2.4029624
3.3973274,1.1834497
3.5025072,0.3457594
-2.720953,-1.6207082
-3.11334,-0.8302059
3.131835,3.0284271
-3.134376,1.5053558
-3.134376,-2.3414605
-3.1869662,-1.1764503
3.678731,-1.7806015
-3.134376,-2.1216938
2.5679736,2.2641172
-2.8927944,-0.5679486
2.720953,1.8544765
-3.4315543,-2.325491
-3.134376,-0.8242912
-3.134376,-1.5738151
-4.0897636,-1.5097554
-2.720953,-1.9444947
-3.0258207,-0.21792603
-3.134376,-1.3436296
3.1343756,0.27895832
-2.7026916,-2.0624282
-3.134376,-1.0352516
-3.1869662,-0.7346871
-3.134376,-2.7407565
-2.720953,-2.3885484
-2.8122602,-1.9956112
-2.8927944,-2.1843863
-3.134376,0.53582764
4.5004997,1.6353302
-2.720953,-1.4089026
3.3447366,2.104742
3.1343756,0.34298325
3.607688,2.706009
-2.9035673,-2.0201807
-2.720953,0.46836615
-4.4249883,0.5431118
2.720953,2.1345458
-3.134376,-1.5677781
-3.134376,-0.10003281
3.1343756,0.42747116
-3.3447368,-1.0365248
4.5004997,0.601316
2.720953,-0.25242472
3.1343756,1.7700491
-2.9281578,0.005522728
3.3973274,3.1092906
-2.720953,-1.5751348
2.720953,2.5210047
-3.134376,-0.61182475
3.1343756,2.6199913
-2.8874006,-1.7195947
2.9492207,3.0934205
2.7026916,2.4861455
-4.5005,-2.1801682
3.1869664,0.17246628
3.2671027,-0.1261487
-2.720953,-2.1196024
3.8493757,-0.7782638
-3.134376,0.38003826
-2.720953,-1.9721167
-3.134376,-1.751231
-3.0405278,-0.76249886
3.607688,3.0284271
3.1343756,1.4913836
-3.134376,-1.209907
-2.720953,-2.2541184
-2.6117957,-1.6504645
-2.720953,-1.7862675
-2.720953,-2.1554344
-3.134376,-0.053217888
3.5463018,2.0387735
-2.720953,-0.8821473
-3.134376,-2.5890055
2.9035673,2.349722
3.1343756,2.3321624
-2.720953,-2.298817
-3.134376,-0.55070424
3.1343756,-1.9610677
-3.0258207,-2.4933739
3.0258207,2.0408173
2.720953,2.7515092
2.924015,2.2839046
3.1343756,1.901372
2.720953,2.434514
-3.131835,-1.0365248
-3.134376,0.24082375
-3.617007,1.4693089
-2.8927944,-0.8846698
3.678731,0.9787626
-3.8493752,-2.4142783
-3.134376,-1.4755459
-2.720953,-0.13107586
-3.2921467,-2.1971605
-2.720953,-1.7702091
2.720953,-0.20998669
2.720953,2.6166253
2.720953,2.1370468
2.7516246,1.9313712
-3.6787307,-2.381334
-3.134376,-2.4232297
3.1343756,2.4383812
-3.134376,-2.6323996
2.691763,2.9061875
3.1343756,-0.29115582
-4.4249883,1.0755439
-3.0817857,-0.2934351
3.1343756,-0.86458707
-4.455193,0.64114666
3.0817857,1.5304713
-4.5005,-0.4631095
-3.6787307,-2.0632608
-2.9781263,0.79123116
-3.134376,-0.21792603
-3.134376,-1.0922346
2.720953,2.9247527
-2.720953,0.62218475
-3.134376,-0.42078066
3.1343756,1.9924145
-2.884719,-0.8272414
-2.720953,1.290833
-3.134376,0.64177847
3.1343756,0.3156252
-3.134376,-0.81622624
-3.134376,-1.2096865
3.1343756,0.095062256
-3.397327,0.028120995
-3.134376,-2.489832
2.720953,2.5353842
2.924015,2.9213142
-3.134376,-1.0571182
3.1343756,1.760189
-3.267103,-0.61276245
2.720953,1.4820061
2.720953,2.7504544
2.720953,2.4954805
4.0897636,-1.5090585
3.1343756,1.3107429
-2.720953,-2.9808707
-3.267103,-0.4240384
3.1343756,-0.9878473
-3.397327,-2.2464557
-3.3447368,1.1035504
3.2921467,2.035214
-3.2395563,-2.0746715
3.1343756,-0.76037407
2.8579135,1.6489005
-2.720953,0.8283167
3.1970615,-0.7766862
2.5383387,2.4623718
-3.134376,-1.3804874
-3.134376,0.36010313
3.1343756,2.0264544
3.1343756,-1.6564653
2.720953,-2.1451488
3.0258207,-0.41179323
-3.617007,-0.024899006
-3.0258207,-2.2355337
3.1343756,2.5430784
-2.9339461,-2.324218
-2.3100708,-1.7216086
-4.5005,-1.7043066
2.783939,0.7606702
2.720953,-0.17797709
-3.0817857,-1.4690728
2.720953,-2.2950623
3.11334,1.8762321
-2.7516246,-1.7025981
-3.134376,-2.6556344
2.720953,2.1370468
3.1343756,-2.1881366
-3.134376,-1.240859
3.1343756,0.07397556
-2.720953,-0.98078084
3.1343756,2.0315828
4.5004997,1.4517002
-3.134376,-2.0341716
-2.720953,-0.9660549
2.6752992,2.1512089
-2.9492207,-1.3899062
-3.2395563,-2.1348205
-3.4868002,0.90941906
3.1343756,-0.746902
-2.720953,-0.77847624
-3.0258207,-2.412752
-2.720953,-1.6542165
2.9035673,1.4754844
-2.85428,-0.8564148
3.1343756,1.3107429
3.1343756,2.8210912
3.4380455,2.0954552
3.1869664,0.63545513
2.5930467,2.625136
-3.0817857,0.47309923
2.720953,1.1627579
-4.5005,-1.7043066
4.4551935,-0.29237652
-3.7128682,-1.7253036
3.1343756,1.5593481
-2.3100708,0.81135607
2.783939,0.45859528
-2.720953,-1.2618322
-3.2231421,-2.4306896
3.1343756,1.3865914
3.1343756,0.40452862
-3.987349,-0.966414
3.3973274,0.93343925
-2.8122602,-2.0746715
-3.134376,-2.503928
3.1343756,-1.3166122
-3.0817857,-1.1780701
2.6639175,2.6965528
-3.2921467,-2.6099184
2.720953,1.1728511
2.9492207,2.7602873
-3.6787307,-0.37226963
-3.0817857,-0.12651014
3.1869664,1.9368596
-4.5005,-1.114984
-3.0817857,-1.5951085
-2.9339461,-1.0834794
-3.134376,-2.4639401
3.1343756,2.7274714
2.720953,1.4282236
2.6752992,2.2793941
3.1343756,0.27705574
-3.0258207,-2.2265687
3.131835,3.1043825
3.1343756,1.8755474
3.1343756,1.9177365
-3.134376,-2.8240197
-2.783939,-2.1128662
3.1343756,2.5100012
-3.2921467,0.59631443
3.1869664,0.8198476
3.1343756,0.17859125
4.4551935,1.4634547
-4.0431356,-2.6762328
3.1343756,-1.752078
-3.134376,-1.2840889
3.1343756,-1.5349531
2.7666063,2.294016
3.0258207,1.7014723
-3.4868002,0.9494586
-3.1970615,-2.0914507
-3.134376,-2.0263743
3.2395563,2.3051052
-3.397327,1.464304
-3.134376,-2.018006
3.678731,1.9964113
2.9781265,1.031394
-3.7128682,-2.2193692
-3.267103,0.97072697
2.720953,2.750533
2.6752992,1.999547
2.720953,2.3938284
-2.720953,-0.7795851
3.1343756,3.0823612
3.607688,1.7252259
2.4926853,2.2182126
-2.720953,-2.16866
3.1343756,2.7861657
-2.6752994,-2.1426532
2.720953,-1.6141286
2.8927941,-0.41179323
-2.924015,-2.1385343
2.720953,1.4282236
4.5004997,-0.4631095
2.720953,2.7515092
-2.6752994,-0.8296089
3.1343756,2.6213431
2.8636723,1.7357302
-2.720953,-2.515163
-2.720953,-1.8594575
-2.720953,0.060062885
3.1343756,1.3749275
2.720953,1.1627579
3.1343756,2.7646184
3.1343756,2.3665485
-3.134376,-2.2464557
-3.11334,-0.81622624
3.1343756,2.8086896
3.8493757,-0.66795754
-3.134376,-0.3543644
-3.0260031,-1.6763806
2.8714247,-0.781158
3.678731,1.4001474
-3.3127801,-1.3503919
-3.267103,-1.9809101
-2.720953,-2.325491
-3.134376,1.9687204
-2.720953,-1.7468743
3.0817857,1.9263163
2.5383387,1.739666
-4.5005,-2.2180088
-3.134376,-1.1780701
3.1343756,0.40452862
-2.720953,-2.667529
2.5930467,2.9572
-3.134376,-1.6628168
-3.134376,1.6202145
-3.134376,-1.6677954
3.1343756,2.3747873
3.1343756,0.477355
3.1343756,-1.6564653
-3.134376,-1.8884301
-2.720953,-1.9321675
2.7372284,0.19686079
-2.8122602,-1.652178
-2.9750519,-0.33091927
3.9797258,0.38441658
-3.267103,-2.5320654
-2.9035673,-1.0365248
-3.134376,-2.0997152
2.720953,1.9793549
3.1343756,0.733305
3.1343756,2.1768913
2.720953,2.282988
-2.9339461,-2.381334
-3.3447368,-1.8680873
3.2671027,2.534278
2.6752992,2.8807693
-3.4034338,-1.2098527
2.6752992,0.5491929
-3.134376,-2.1717007
-2.720953,-1.5280342
-3.2921467,-2.2464557
-4.5005,-1.5233638
-2.720953,-1.9466116
-3.134376,-0.31453514
-3.1970615,-0.21792603
-3.607688,-0.36623478
2.720953,-2.2005932
3.1869664,0.5064311
-3.6787307,-1.2966115
-2.6639175,-2.5581942
2.310071,2.02841
-2.783939,-2.0241237
-2.9339461,2.1437316
-2.720953,-2.3963952
-3.134376,-0.0914197
-3.0405278,-1.0365248
3.2921467,1.1161036
2.720953,1.234839
-3.6787307,-1.8908634
-3.0817857,1.3840809
-2.492685,-1.4680572
-3.134376,-1.6864426
-2.8579137,-2.2472625
-2.8122602,-2.5848463
-2.8579137,-2.4878602
3.2395563,1.5767937
3.1343756,2.333373
3.1869664,0.8198476
-3.7128682,-0.8835428
-3.134376,-0.8996825
3.3973274,1.4519048
-3.134376,-2.0263743
-3.267103,-1.8795843
3.0817857,1.2367353
-3.134376,-2.5112479
-3.1970615,-2.4104812
3.1343756,1.3107429
-3.134376,-1.846473
-2.85428,-2.1832066
-2.720953,-1.956886
3.678731,0.9810505
3.3447366,2.4108386
-3.134376,0.64177847
4.5004997,-0.15639305
2.6639175,2.5749712
